Review,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_stemming,text_final
"belanja di shopee, aman ga ada kendala. saran saya, penjual yg nakal yg mau tipu2 langsung diblokir aja",belanja di shopee aman ga ada kendala saran saya penjual yg nakal yg mau tipu langsung diblokir aja,belanja di shopee aman ga ada kendala saran saya penjual yg nakal yg mau tipu langsung diblokir aja,belanja di shopee aman tidak ada kendala saran saya penjual yang nakal yang mau tipu langsung diblokir aja,"['belanja', 'di', 'shopee', 'aman', 'tidak', 'ada', 'kendala', 'saran', 'saya', 'penjual', 'yang', 'nakal', 'yang', 'mau', 'tipu', 'langsung', 'diblokir', 'aja']","['belanja', 'shopee', 'aman', 'kendala', 'saran', 'penjual', 'nakal', 'tipu', 'langsung', 'diblokir', 'aja']","['belanja', 'shopee', 'aman', 'kendala', 'saran', 'jual', 'nakal', 'tipu', 'langsung', 'blokir', 'aja']",belanja shopee aman kendala saran jual nakal tipu langsung blokir aja
"UPDATE ULASAN LAGI : kenapa sekarang pengiriman jd lama banget ya, biasanya beli dr toko A cuma 2-3 hari aja, lah ini udah seminggu baru sampai, keterangan kurir sudah ditugaskan biasanya langsung dikirim tapi ini barang ditahan digudang 3 hari, tolong kebijakannya dibenerin lg, biar kurir cepet nganter barangnya. kalo kyk gini bikin males ke shopee.",UPDATE ULASAN LAGI kenapa sekarang pengiriman jd lama banget ya biasanya beli dr toko A cuma hari aja lah ini udah seminggu baru sampai keterangan kurir sudah ditugaskan biasanya langsung dikirim tapi ini barang ditahan digudang hari tolong kebijakannya dibenerin lg biar kurir cepet nganter barangnya kalo kyk gini bikin males ke shopee,update ulasan lagi kenapa sekarang pengiriman jd lama banget ya biasanya beli dr toko a cuma hari aja lah ini udah seminggu baru sampai keterangan kurir sudah ditugaskan biasanya langsung dikirim tapi ini barang ditahan digudang hari tolong kebijakannya dibenerin lg biar kurir cepet nganter barangnya kalo kyk gini bikin males ke shopee,update ulasan lagi kenapa sekarang pengiriman jd lama banget ya biasanya beli dari toko a cuma hari aja lah ini sudah seminggu baru sampai keterangan kurir sudah ditugaskan biasanya langsung dikirim tapi ini barang ditahan digudang hari tolong kebijakannya dibenerin lagi biar kurir cepet nganter barangnya kalo kyk gini bikin males ke shopee,"['update', 'ulasan', 'lagi', 'kenapa', 'sekarang', 'pengiriman', 'jd', 'lama', 'banget', 'ya', 'biasanya', 'beli', 'dari', 'toko', 'a', 'cuma', 'hari', 'aja', 'lah', 'ini', 'sudah', 'seminggu', 'baru', 'sampai', 'keterangan', 'kurir', 'sudah', 'ditugaskan', 'biasanya', 'langsung', 'dikirim', 'tapi', 'ini', 'barang', 'ditahan', 'digudang', 'hari', 'tolong', 'kebijakannya', 'dibenerin', 'lagi', 'biar', 'kurir', 'cepet', 'nganter', 'barangnya', 'kalo', 'kyk', 'gini', 'bikin', 'males', 'ke', 'shopee']","['update', 'ulasan', 'pengiriman', 'jd', 'beli', 'toko', 'aja', 'seminggu', 'keterangan', 'kurir', 'ditugaskan', 'langsung', 'dikirim', 'barang', 'ditahan', 'digudang', 'tolong', 'kebijakannya', 'dibenerin', 'biar', 'kurir', 'cepet', 'nganter', 'barangnya', 'kalo', 'kyk', 'gini', 'bikin', 'males', 'shopee']","['update', 'ulas', 'kirim', 'jd', 'beli', 'toko', 'aja', 'minggu', 'terang', 'kurir', 'tugas', 'langsung', 'kirim', 'barang', 'tahan', 'gudang', 'tolong', 'bijak', 'dibenerin', 'biar', 'kurir', 'cepet', 'nganter', 'barang', 'kalo', 'kyk', 'gin', 'bikin', 'males', 'shopee']",update ulas kirim jd beli toko aja minggu terang kurir tugas langsung kirim barang tahan gudang tolong bijak dibenerin biar kurir cepet nganter barang kalo kyk gin bikin males shopee
bagus banyak diskon dan gratis ongkir barang nya aman,bagus banyak diskon dan gratis ongkir barang nya aman,bagus banyak diskon dan gratis ongkir barang nya aman,bagus banyak diskon dan gratis ongkir barang nya aman,"['bagus', 'banyak', 'diskon', 'dan', 'gratis', 'ongkir', 'barang', 'nya', 'aman']","['bagus', 'diskon', 'gratis', 'ongkir', 'barang', 'aman']","['bagus', 'diskon', 'gratis', 'ongkir', 'barang', 'aman']",bagus diskon gratis ongkir barang aman
bagus bgt,bagus bgt,bagus bgt,bagus banget,"['bagus', 'banget']",['bagus'],['bagus'],bagus
"shoppe simpel dan gampang belanja disini, harga murah dan byk discount",shoppe simpel dan gampang belanja disini harga murah dan byk discount,shoppe simpel dan gampang belanja disini harga murah dan byk discount,shoppe simpel dan gampang belanja disini harga murah dan byk discount,"['shoppe', 'simpel', 'dan', 'gampang', 'belanja', 'disini', 'harga', 'murah', 'dan', 'byk', 'discount']","['shoppe', 'simpel', 'gampang', 'belanja', 'harga', 'murah', 'byk', 'discount']","['shoppe', 'simpel', 'gampang', 'belanja', 'harga', 'murah', 'byk', 'discount']",shoppe simpel gampang belanja harga murah byk discount
"bagus untuk aplikasi ya,sagat membantu",bagus untuk aplikasi ya sagat membantu,bagus untuk aplikasi ya sagat membantu,bagus untuk aplikasi ya sagat membantu,"['bagus', 'untuk', 'aplikasi', 'ya', 'sagat', 'membantu']","['bagus', 'aplikasi', 'sagat', 'membantu']","['bagus', 'aplikasi', 'sagat', 'bantu']",bagus aplikasi sagat bantu
bgus bnget,bgus bnget,bgus bnget,bgus bnget,"['bgus', 'bnget']","['bgus', 'bnget']","['bgus', 'bnget']",bgus bnget
sangat berguna banget,sangat berguna banget,sangat berguna banget,sangat berguna banget,"['sangat', 'berguna', 'banget']",['berguna'],['guna'],guna
shopie sippp,shopie sippp,shopie sippp,shopie sippp,"['shopie', 'sippp']","['shopie', 'sippp']","['shopie', 'sippp']",shopie sippp
suka banget dgn playanan shoppe,suka banget dgn playanan shoppe,suka banget dgn playanan shoppe,suka banget dengan playanan shoppe,"['suka', 'banget', 'dengan', 'playanan', 'shoppe']","['suka', 'playanan', 'shoppe']","['suka', 'playanan', 'shoppe']",suka playanan shoppe
aplikasih yg sangat membantu👍👍👍,aplikasih yg sangat membantu,aplikasih yg sangat membantu,aplikasih yang sangat membantu,"['aplikasih', 'yang', 'sangat', 'membantu']","['aplikasih', 'membantu']","['aplikasih', 'bantu']",aplikasih bantu
kedepanya lebibaiklagi shopeee mantap salam dari saya rizkinya lancar,kedepanya lebibaiklagi shopeee mantap salam dari saya rizkinya lancar,kedepanya lebibaiklagi shopeee mantap salam dari saya rizkinya lancar,kedepanya lebibaiklagi shopeee mantap salam dari saya rizkinya lancar,"['kedepanya', 'lebibaiklagi', 'shopeee', 'mantap', 'salam', 'dari', 'saya', 'rizkinya', 'lancar']","['kedepanya', 'lebibaiklagi', 'shopeee', 'mantap', 'salam', 'rizkinya', 'lancar']","['depa', 'lebibaiklagi', 'shopeee', 'mantap', 'salam', 'rizkinya', 'lancar']",depa lebibaiklagi shopeee mantap salam rizkinya lancar
Tempat belanja paling baik.,Tempat belanja paling baik,tempat belanja paling baik,tempat belanja paling baik,"['tempat', 'belanja', 'paling', 'baik']",['belanja'],['belanja'],belanja
berbelanja aman dan terpercaya ..,berbelanja aman dan terpercaya,berbelanja aman dan terpercaya,berbelanja aman dan terpercaya,"['berbelanja', 'aman', 'dan', 'terpercaya']","['berbelanja', 'aman', 'terpercaya']","['belanja', 'aman', 'percaya']",belanja aman percaya
ok..sip lah,ok sip lah,ok sip lah,ok sip lah,"['ok', 'sip', 'lah']","['ok', 'sip']","['ok', 'sip']",ok sip
cukup membantu,cukup membantu,cukup membantu,cukup membantu,"['cukup', 'membantu']",['membantu'],['bantu'],bantu
"shopee tempat belanja online trasyik ,muda murah dan terpercaya pastinya 👌",shopee tempat belanja online trasyik muda murah dan terpercaya pastinya,shopee tempat belanja online trasyik muda murah dan terpercaya pastinya,shopee tempat belanja online trasyik muda murah dan terpercaya pastinya,"['shopee', 'tempat', 'belanja', 'online', 'trasyik', 'muda', 'murah', 'dan', 'terpercaya', 'pastinya']","['shopee', 'belanja', 'online', 'trasyik', 'muda', 'murah', 'terpercaya', 'pastinya']","['shopee', 'belanja', 'online', 'trasyik', 'muda', 'murah', 'percaya', 'pasti']",shopee belanja online trasyik muda murah percaya pasti
padahal udah download ni app masih aja ada iklan nya setiap buka app yg mengandung iklan pasti iklan ini keluar gitu lohh maksa banget buat co,padahal udah download ni app masih aja ada iklan nya setiap buka app yg mengandung iklan pasti iklan ini keluar gitu lohh maksa banget buat co,padahal udah download ni app masih aja ada iklan nya setiap buka app yg mengandung iklan pasti iklan ini keluar gitu lohh maksa banget buat co,padahal sudah download ni app masih aja ada iklan nya setiap buka app yang mengandung iklan pasti iklan ini keluar gitu lohh maksa banget buat co,"['padahal', 'sudah', 'download', 'ni', 'app', 'masih', 'aja', 'ada', 'iklan', 'nya', 'setiap', 'buka', 'app', 'yang', 'mengandung', 'iklan', 'pasti', 'iklan', 'ini', 'keluar', 'gitu', 'lohh', 'maksa', 'banget', 'buat', 'co']","['download', 'ni', 'app', 'aja', 'iklan', 'buka', 'app', 'mengandung', 'iklan', 'iklan', 'gitu', 'lohh', 'maksa', 'co']","['download', 'ni', 'app', 'aja', 'iklan', 'buka', 'app', 'kandung', 'iklan', 'iklan', 'gitu', 'lohh', 'maksa', 'co']",download ni app aja iklan buka app kandung iklan iklan gitu lohh maksa co
"cepat, hrg murah & dpt dipercaya",cepat hrg murah dpt dipercaya,cepat hrg murah dpt dipercaya,cepat hrg murah dapat dipercaya,"['cepat', 'hrg', 'murah', 'dapat', 'dipercaya']","['cepat', 'hrg', 'murah', 'dipercaya']","['cepat', 'hrg', 'murah', 'percaya']",cepat hrg murah percaya
"suka belanja di shopee karna realpict, banyak voucher dan COD jga, dari dulu cuma pakai shopee gk prnh yg lain, Mantuuullll.😍",suka belanja di shopee karna realpict banyak voucher dan COD jga dari dulu cuma pakai shopee gk prnh yg lain Mantuuullll,suka belanja di shopee karna realpict banyak voucher dan cod jga dari dulu cuma pakai shopee gk prnh yg lain mantuuullll,suka belanja di shopee karna realpict banyak voucher dan cod jga dari dulu cuma pakai shopee tidak prnh yang lain mantuuullll,"['suka', 'belanja', 'di', 'shopee', 'karna', 'realpict', 'banyak', 'voucher', 'dan', 'cod', 'jga', 'dari', 'dulu', 'cuma', 'pakai', 'shopee', 'tidak', 'prnh', 'yang', 'lain', 'mantuuullll']","['suka', 'belanja', 'shopee', 'karna', 'realpict', 'voucher', 'cod', 'jga', 'pakai', 'shopee', 'prnh', 'mantuuullll']","['suka', 'belanja', 'shopee', 'karna', 'realpict', 'voucher', 'cod', 'jga', 'pakai', 'shopee', 'prnh', 'mantuuullll']",suka belanja shopee karna realpict voucher cod jga pakai shopee prnh mantuuullll
joz,joz,joz,joz,['joz'],['joz'],['joz'],joz
"cepat, tepat, tanggap ,lengkap",cepat tepat tanggap lengkap,cepat tepat tanggap lengkap,cepat tepat tanggap lengkap,"['cepat', 'tepat', 'tanggap', 'lengkap']","['cepat', 'tanggap', 'lengkap']","['cepat', 'tanggap', 'lengkap']",cepat tanggap lengkap
harusnya b 5 tapi gara gara gw lagi nonton yt malah ada iklan shopee Mulu jadi b4,harusnya b tapi gara gara gw lagi nonton yt malah ada iklan shopee Mulu jadi b,harusnya b tapi gara gara gw lagi nonton yt malah ada iklan shopee mulu jadi b,harusnya b tapi gara gara saya lagi nonton yt malah ada iklan shopee mulu jadi b,"['harusnya', 'b', 'tapi', 'gara', 'gara', 'saya', 'lagi', 'nonton', 'yt', 'malah', 'ada', 'iklan', 'shopee', 'mulu', 'jadi', 'b']","['b', 'gara', 'gara', 'nonton', 'yt', 'iklan', 'shopee', 'mulu', 'b']","['b', 'gara', 'gara', 'nonton', 'yt', 'iklan', 'shopee', 'mulu', 'b']",b gara gara nonton yt iklan shopee mulu b
"beli barang di aplikasi shopee kaya beli di tukang loak saya punya hampir tujuh akun beli lemari, beli nakas, beli barang barang kebutuhan saya tapi yang dikirim selalu rijek, entah rijek, lalu kurang bahannya ditambah penjual penipu disini setiap saya dapat toko selalu sama penipu padahal bintangnya banyak. auto uninstall merugikan langganan saya suka pakai shopee kalo gini kecewa",beli barang di aplikasi shopee kaya beli di tukang loak saya punya hampir tujuh akun beli lemari beli nakas beli barang barang kebutuhan saya tapi yang dikirim selalu rijek entah rijek lalu kurang bahannya ditambah penjual penipu disini setiap saya dapat toko selalu sama penipu padahal bintangnya banyak auto uninstall merugikan langganan saya suka pakai shopee kalo gini kecewa,beli barang di aplikasi shopee kaya beli di tukang loak saya punya hampir tujuh akun beli lemari beli nakas beli barang barang kebutuhan saya tapi yang dikirim selalu rijek entah rijek lalu kurang bahannya ditambah penjual penipu disini setiap saya dapat toko selalu sama penipu padahal bintangnya banyak auto uninstall merugikan langganan saya suka pakai shopee kalo gini kecewa,beli barang di aplikasi shopee kaya beli di tukang loak saya punya hampir tujuh akun beli lemari beli nakas beli barang barang kebutuhan saya tapi yang dikirim selalu rijek entah rijek lalu kurang bahannya ditambah penjual penipu disini setiap saya dapat toko selalu sama penipu padahal bintangnya banyak auto uninstall merugikan langganan saya suka pakai shopee kalo gini kecewa,"['beli', 'barang', 'di', 'aplikasi', 'shopee', 'kaya', 'beli', 'di', 'tukang', 'loak', 'saya', 'punya', 'hampir', 'tujuh', 'akun', 'beli', 'lemari', 'beli', 'nakas', 'beli', 'barang', 'barang', 'kebutuhan', 'saya', 'tapi', 'yang', 'dikirim', 'selalu', 'rijek', 'entah', 'rijek', 'lalu', 'kurang', 'bahannya', 'ditambah', 'penjual', 'penipu', 'disini', 'setiap', 'saya', 'dapat', 'toko', 'selalu', 'sama', 'penipu', 'padahal', 'bintangnya', 'banyak', 'auto', 'uninstall', 'merugikan', 'langganan', 'saya', 'suka', 'pakai', 'shopee', 'kalo', 'gini', 'kecewa']","['beli', 'barang', 'aplikasi', 'shopee', 'kaya', 'beli', 'tukang', 'loak', 'tujuh', 'akun', 'beli', 'lemari', 'beli', 'nakas', 'beli', 'barang', 'barang', 'kebutuhan', 'dikirim', 'rijek', 'rijek', 'bahannya', 'ditambah', 'penjual', 'penipu', 'toko', 'penipu', 'bintangnya', 'auto', 'uninstall', 'merugikan', 'langganan', 'suka', 'pakai', 'shopee', 'kalo', 'gini', 'kecewa']","['beli', 'barang', 'aplikasi', 'shopee', 'kaya', 'beli', 'tukang', 'loak', 'tujuh', 'akun', 'beli', 'lemari', 'beli', 'nakas', 'beli', 'barang', 'barang', 'butuh', 'kirim', 'rijek', 'rijek', 'bahan', 'tambah', 'jual', 'tipu', 'toko', 'tipu', 'bintang', 'auto', 'uninstall', 'rugi', 'langgan', 'suka', 'pakai', 'shopee', 'kalo', 'gin', 'kecewa']",beli barang aplikasi shopee kaya beli tukang loak tujuh akun beli lemari beli nakas beli barang barang butuh kirim rijek rijek bahan tambah jual tipu toko tipu bintang auto uninstall rugi langgan suka pakai shopee kalo gin kecewa
"murah, mudah dan menyenangkan saat berbelanja online dengan menggunakan aplikasi ini",murah mudah dan menyenangkan saat berbelanja online dengan menggunakan aplikasi ini,murah mudah dan menyenangkan saat berbelanja online dengan menggunakan aplikasi ini,murah mudah dan menyenangkan saat berbelanja online dengan menggunakan aplikasi ini,"['murah', 'mudah', 'dan', 'menyenangkan', 'saat', 'berbelanja', 'online', 'dengan', 'menggunakan', 'aplikasi', 'ini']","['murah', 'mudah', 'menyenangkan', 'berbelanja', 'online', 'aplikasi']","['murah', 'mudah', 'senang', 'belanja', 'online', 'aplikasi']",murah mudah senang belanja online aplikasi
"Knp barang nya mahal padahal barang nya hanya lampu kecil², pdhl paket nya ringan, tapi knp mahal.",Knp barang nya mahal padahal barang nya hanya lampu kecil pdhl paket nya ringan tapi knp mahal,knp barang nya mahal padahal barang nya hanya lampu kecil pdhl paket nya ringan tapi knp mahal,knp barang nya mahal padahal barang nya hanya lampu kecil pdhl paket nya ringan tapi knp mahal,"['knp', 'barang', 'nya', 'mahal', 'padahal', 'barang', 'nya', 'hanya', 'lampu', 'kecil', 'pdhl', 'paket', 'nya', 'ringan', 'tapi', 'knp', 'mahal']","['knp', 'barang', 'mahal', 'barang', 'lampu', 'pdhl', 'paket', 'ringan', 'knp', 'mahal']","['knp', 'barang', 'mahal', 'barang', 'lampu', 'pdhl', 'paket', 'ringan', 'knp', 'mahal']",knp barang mahal barang lampu pdhl paket ringan knp mahal
Belanja hanya dalam genggaman,Belanja hanya dalam genggaman,belanja hanya dalam genggaman,belanja hanya dalam genggaman,"['belanja', 'hanya', 'dalam', 'genggaman']","['belanja', 'genggaman']","['belanja', 'genggam']",belanja genggam
Aplikasi yang sangat membantu pembeli utk selalu terus membeli produk yang di tawarkan. Karena pelayanannya sangat bagus. 👍👍👍,Aplikasi yang sangat membantu pembeli utk selalu terus membeli produk yang di tawarkan Karena pelayanannya sangat bagus,aplikasi yang sangat membantu pembeli utk selalu terus membeli produk yang di tawarkan karena pelayanannya sangat bagus,aplikasi yang sangat membantu pembeli utk selalu terus membeli produk yang di tawarkan karena pelayanannya sangat bagus,"['aplikasi', 'yang', 'sangat', 'membantu', 'pembeli', 'utk', 'selalu', 'terus', 'membeli', 'produk', 'yang', 'di', 'tawarkan', 'karena', 'pelayanannya', 'sangat', 'bagus']","['aplikasi', 'membantu', 'pembeli', 'utk', 'membeli', 'produk', 'tawarkan', 'pelayanannya', 'bagus']","['aplikasi', 'bantu', 'beli', 'utk', 'beli', 'produk', 'tawar', 'layan', 'bagus']",aplikasi bantu beli utk beli produk tawar layan bagus
"semntra gini dlu lah,klo mkin LM make enk Bru sy tambahin lgi bntangnya",semntra gini dlu lah klo mkin LM make enk Bru sy tambahin lgi bntangnya,semntra gini dlu lah klo mkin lm make enk bru sy tambahin lgi bntangnya,semntra gini dlu lah klo mkin lm make enk bru saya tambahin lgi bntangnya,"['semntra', 'gini', 'dlu', 'lah', 'klo', 'mkin', 'lm', 'make', 'enk', 'bru', 'saya', 'tambahin', 'lgi', 'bntangnya']","['semntra', 'gini', 'dlu', 'klo', 'mkin', 'lm', 'make', 'enk', 'bru', 'tambahin', 'lgi', 'bntangnya']","['semntra', 'gin', 'dlu', 'klo', 'mkin', 'lm', 'make', 'enk', 'bru', 'tambahin', 'lgi', 'bntangnya']",semntra gin dlu klo mkin lm make enk bru tambahin lgi bntangnya
sangat cocok untuk berbelanja online san banyak sekali potongan harga dan gratis ongkir nya,sangat cocok untuk berbelanja online san banyak sekali potongan harga dan gratis ongkir nya,sangat cocok untuk berbelanja online san banyak sekali potongan harga dan gratis ongkir nya,sangat cocok untuk berbelanja online san banyak sekali potongan harga dan gratis ongkir nya,"['sangat', 'cocok', 'untuk', 'berbelanja', 'online', 'san', 'banyak', 'sekali', 'potongan', 'harga', 'dan', 'gratis', 'ongkir', 'nya']","['cocok', 'berbelanja', 'online', 'san', 'potongan', 'harga', 'gratis', 'ongkir']","['cocok', 'belanja', 'online', 'san', 'potong', 'harga', 'gratis', 'ongkir']",cocok belanja online san potong harga gratis ongkir
berguna untuk berbelanja,berguna untuk berbelanja,berguna untuk berbelanja,berguna untuk berbelanja,"['berguna', 'untuk', 'berbelanja']","['berguna', 'berbelanja']","['guna', 'belanja']",guna belanja
menyenangka lebih hemat,menyenangka lebih hemat,menyenangka lebih hemat,menyenangka lebih hemat,"['menyenangka', 'lebih', 'hemat']","['menyenangka', 'hemat']","['nangka', 'hemat']",nangka hemat
"kurir spx Bali bersikap jelek dan pengantaran lama,masih ngopi",kurir spx Bali bersikap jelek dan pengantaran lama masih ngopi,kurir spx bali bersikap jelek dan pengantaran lama masih ngopi,kurir spx bali bersikap jelek dan pengantaran lama masih ngopi,"['kurir', 'spx', 'bali', 'bersikap', 'jelek', 'dan', 'pengantaran', 'lama', 'masih', 'ngopi']","['kurir', 'spx', 'bali', 'bersikap', 'jelek', 'pengantaran', 'ngopi']","['kurir', 'spx', 'bal', 'sikap', 'jelek', 'antar', 'ngopi']",kurir spx bal sikap jelek antar ngopi
aman dan terpercaya,aman dan terpercaya,aman dan terpercaya,aman dan terpercaya,"['aman', 'dan', 'terpercaya']","['aman', 'terpercaya']","['aman', 'percaya']",aman percaya
paket lama sampai padahal udah tanggal estimasi padahal saya co di hari sama tapi datang beda 3 hari cih,paket lama sampai padahal udah tanggal estimasi padahal saya co di hari sama tapi datang beda hari cih,paket lama sampai padahal udah tanggal estimasi padahal saya co di hari sama tapi datang beda hari cih,paket lama sampai padahal sudah tanggal estimasi padahal saya co di hari sama tapi datang beda hari cih,"['paket', 'lama', 'sampai', 'padahal', 'sudah', 'tanggal', 'estimasi', 'padahal', 'saya', 'co', 'di', 'hari', 'sama', 'tapi', 'datang', 'beda', 'hari', 'cih']","['paket', 'tanggal', 'estimasi', 'co', 'beda', 'cih']","['paket', 'tanggal', 'estimasi', 'co', 'beda', 'cih']",paket tanggal estimasi co beda cih
"akhir akhir ini saya tidak bisa pakai spaylater padahal biasa nya bisa meskipun masih ada cicilan,tapi sekarang qo jdi gak bisa.agak kecewa sebenarnya,selama ini saya lancar dlm pembayaran belum pernah telat sekalipun.",akhir akhir ini saya tidak bisa pakai spaylater padahal biasa nya bisa meskipun masih ada cicilan tapi sekarang qo jdi gak bisa agak kecewa sebenarnya selama ini saya lancar dlm pembayaran belum pernah telat sekalipun,akhir akhir ini saya tidak bisa pakai spaylater padahal biasa nya bisa meskipun masih ada cicilan tapi sekarang qo jdi gak bisa agak kecewa sebenarnya selama ini saya lancar dlm pembayaran belum pernah telat sekalipun,akhir akhir ini saya tidak bisa pakai spaylater padahal biasa nya bisa meskipun masih ada cicilan tapi sekarang qo jdi tidak bisa agak kecewa sebenarnya selama ini saya lancar dlm pembayaran belum pernah telat sekalipun,"['akhir', 'akhir', 'ini', 'saya', 'tidak', 'bisa', 'pakai', 'spaylater', 'padahal', 'biasa', 'nya', 'bisa', 'meskipun', 'masih', 'ada', 'cicilan', 'tapi', 'sekarang', 'qo', 'jdi', 'tidak', 'bisa', 'agak', 'kecewa', 'sebenarnya', 'selama', 'ini', 'saya', 'lancar', 'dlm', 'pembayaran', 'belum', 'pernah', 'telat', 'sekalipun']","['pakai', 'spaylater', 'cicilan', 'qo', 'jdi', 'kecewa', 'lancar', 'dlm', 'pembayaran', 'telat']","['pakai', 'spaylater', 'cicil', 'qo', 'jdi', 'kecewa', 'lancar', 'dlm', 'bayar', 'telat']",pakai spaylater cicil qo jdi kecewa lancar dlm bayar telat
❤️❤️❤️,,,,[],[],[],
bagus tapi bikin dikit murah yaa wkwkwk,bagus tapi bikin dikit murah yaa wkwkwk,bagus tapi bikin dikit murah yaa wkwkwk,bagus tapi bikin dikit murah yaa wkwkwk,"['bagus', 'tapi', 'bikin', 'dikit', 'murah', 'yaa', 'wkwkwk']","['bagus', 'bikin', 'dikit', 'murah', 'yaa', 'wkwkwk']","['bagus', 'bikin', 'dikit', 'murah', 'yaa', 'wkwkwk']",bagus bikin dikit murah yaa wkwkwk
memuaskan dan kerennnnn,memuaskan dan kerennnnn,memuaskan dan kerennnnn,memuaskan dan kerennnnn,"['memuaskan', 'dan', 'kerennnnn']","['memuaskan', 'kerennnnn']","['muas', 'kerennnnn']",muas kerennnnn
puas belanja di shopee,puas belanja di shopee,puas belanja di shopee,puas belanja di shopee,"['puas', 'belanja', 'di', 'shopee']","['puas', 'belanja', 'shopee']","['puas', 'belanja', 'shopee']",puas belanja shopee
"Selama mengenal Shopee belanja online makin mudah,,,semoga pelayanan Shopee lebih baik lagi",Selama mengenal Shopee belanja online makin mudah semoga pelayanan Shopee lebih baik lagi,selama mengenal shopee belanja online makin mudah semoga pelayanan shopee lebih baik lagi,selama mengenal shopee belanja online makin mudah semoga pelayanan shopee lebih baik lagi,"['selama', 'mengenal', 'shopee', 'belanja', 'online', 'makin', 'mudah', 'semoga', 'pelayanan', 'shopee', 'lebih', 'baik', 'lagi']","['mengenal', 'shopee', 'belanja', 'online', 'mudah', 'semoga', 'pelayanan', 'shopee']","['kenal', 'shopee', 'belanja', 'online', 'mudah', 'moga', 'layan', 'shopee']",kenal shopee belanja online mudah moga layan shopee
toko online terpercaya sedunia,toko online terpercaya sedunia,toko online terpercaya sedunia,toko online terpercaya sedunia,"['toko', 'online', 'terpercaya', 'sedunia']","['toko', 'online', 'terpercaya', 'sedunia']","['toko', 'online', 'percaya', 'dunia']",toko online percaya dunia
oke.....,oke,oke,oke,['oke'],['oke'],['oke'],oke
"bagus murah murah kalo beli barang yg murah sering banget gratis ongkir, pokoknya suka deh SM shopee",bagus murah murah kalo beli barang yg murah sering banget gratis ongkir pokoknya suka deh SM shopee,bagus murah murah kalo beli barang yg murah sering banget gratis ongkir pokoknya suka deh sm shopee,bagus murah murah kalo beli barang yang murah sering banget gratis ongkir pokoknya suka deh sama shopee,"['bagus', 'murah', 'murah', 'kalo', 'beli', 'barang', 'yang', 'murah', 'sering', 'banget', 'gratis', 'ongkir', 'pokoknya', 'suka', 'deh', 'sama', 'shopee']","['bagus', 'murah', 'murah', 'kalo', 'beli', 'barang', 'murah', 'gratis', 'ongkir', 'pokoknya', 'suka', 'shopee']","['bagus', 'murah', 'murah', 'kalo', 'beli', 'barang', 'murah', 'gratis', 'ongkir', 'pokok', 'suka', 'shopee']",bagus murah murah kalo beli barang murah gratis ongkir pokok suka shopee
"aplikasi gak guna, ngerugiin orang, punya kurir miskin gak mampu menghubungi orang yang tidak ada dirumah ,sudah jelas di paket ad nomor WhatsApp",aplikasi gak guna ngerugiin orang punya kurir miskin gak mampu menghubungi orang yang tidak ada dirumah sudah jelas di paket ad nomor WhatsApp,aplikasi gak guna ngerugiin orang punya kurir miskin gak mampu menghubungi orang yang tidak ada dirumah sudah jelas di paket ad nomor whatsapp,aplikasi tidak guna ngerugiin orang punya kurir miskin tidak mampu menghubungi orang yang tidak ada dirumah sudah jelas di paket ad nomor whatsapp,"['aplikasi', 'tidak', 'guna', 'ngerugiin', 'orang', 'punya', 'kurir', 'miskin', 'tidak', 'mampu', 'menghubungi', 'orang', 'yang', 'tidak', 'ada', 'dirumah', 'sudah', 'jelas', 'di', 'paket', 'ad', 'nomor', 'whatsapp']","['aplikasi', 'ngerugiin', 'orang', 'kurir', 'miskin', 'menghubungi', 'orang', 'dirumah', 'paket', 'ad', 'nomor', 'whatsapp']","['aplikasi', 'ngerugiin', 'orang', 'kurir', 'miskin', 'hubung', 'orang', 'rumah', 'paket', 'ad', 'nomor', 'whatsapp']",aplikasi ngerugiin orang kurir miskin hubung orang rumah paket ad nomor whatsapp
cepat prosesnya,cepat prosesnya,cepat prosesnya,cepat prosesnya,"['cepat', 'prosesnya']","['cepat', 'prosesnya']","['cepat', 'proses']",cepat proses
baru mau coba,baru mau coba,baru mau coba,baru mau coba,"['baru', 'mau', 'coba']",['coba'],['coba'],coba
