Review,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_stemming,text_final
thank you shopee sangat mempermudah transaksi jual beli,thank you shopee sangat mempermudah transaksi jual beli,thank you shopee sangat mempermudah transaksi jual beli,thank you shopee sangat mempermudah transaksi jual beli,"['thank', 'you', 'shopee', 'sangat', 'mempermudah', 'transaksi', 'jual', 'beli']","['thank', 'shopee', 'mempermudah', 'transaksi', 'jual', 'beli']","['thank', 'shopee', 'mudah', 'transaksi', 'jual', 'beli']",thank shopee mudah transaksi jual beli
"mantap belanja di Shopee memang luar biasa pengirimannya cepat, dan barang yang di pesan sesuai yang di pesan terimakasih Shopee semoga lancar terus",mantap belanja di Shopee memang luar biasa pengirimannya cepat dan barang yang di pesan sesuai yang di pesan terimakasih Shopee semoga lancar terus,mantap belanja di shopee memang luar biasa pengirimannya cepat dan barang yang di pesan sesuai yang di pesan terimakasih shopee semoga lancar terus,mantap belanja di shopee memang luar biasa pengirimannya cepat dan barang yang di pesan sesuai yang di pesan terimakasih shopee semoga lancar terus,"['mantap', 'belanja', 'di', 'shopee', 'memang', 'luar', 'biasa', 'pengirimannya', 'cepat', 'dan', 'barang', 'yang', 'di', 'pesan', 'sesuai', 'yang', 'di', 'pesan', 'terimakasih', 'shopee', 'semoga', 'lancar', 'terus']","['mantap', 'belanja', 'shopee', 'pengirimannya', 'cepat', 'barang', 'pesan', 'sesuai', 'pesan', 'terimakasih', 'shopee', 'semoga', 'lancar']","['mantap', 'belanja', 'shopee', 'kirim', 'cepat', 'barang', 'pesan', 'sesuai', 'pesan', 'terimakasih', 'shopee', 'moga', 'lancar']",mantap belanja shopee kirim cepat barang pesan sesuai pesan terimakasih shopee moga lancar
"Kapok belanjan di shoppee. belanja 3 barang di store erha tgl 7 juni jam 6 pagi, pas mau checkout barang dikirim dr 2 lokasi berbeda, 1 dr bogor 2 dikirim dr jakarta itupun baru dikemas di tgl 9 (pengemasan butuh 3 hari). lalu per tgl 10 juni, semua barang kirim ke DC transitnya 2 hari. astaga astaga astaga. uninstall aja, mending ke tokopedia. hari ini gw ditlp dr shopee cm konfirm paket dlm pengantaran, trus telfon dimatikan. hahaha. jelek sekali CS sm adminnya bed service. kapok pake shopee",Kapok belanjan di shoppee belanja barang di store erha tgl juni jam pagi pas mau checkout barang dikirim dr lokasi berbeda dr bogor dikirim dr jakarta itupun baru dikemas di tgl pengemasan butuh hari lalu per tgl juni semua barang kirim ke DC transitnya hari astaga astaga astaga uninstall aja mending ke tokopedia hari ini gw ditlp dr shopee cm konfirm paket dlm pengantaran trus telfon dimatikan hahaha jelek sekali CS sm adminnya bed service kapok pake shopee,kapok belanjan di shoppee belanja barang di store erha tgl juni jam pagi pas mau checkout barang dikirim dr lokasi berbeda dr bogor dikirim dr jakarta itupun baru dikemas di tgl pengemasan butuh hari lalu per tgl juni semua barang kirim ke dc transitnya hari astaga astaga astaga uninstall aja mending ke tokopedia hari ini gw ditlp dr shopee cm konfirm paket dlm pengantaran trus telfon dimatikan hahaha jelek sekali cs sm adminnya bed service kapok pake shopee,kapok belanjan di shoppee belanja barang di store erha tgl juni jam pagi pas mau checkout barang dikirim dari lokasi berbeda dari bogor dikirim dari jakarta itupun baru dikemas di tgl pengemasan butuh hari lalu per tgl juni semua barang kirim ke dc transitnya hari astaga astaga astaga uninstall aja mending ke tokopedia hari ini saya ditlp dari shopee cm konfirm paket dlm pengantaran trus telfon dimatikan hahaha jelek sekali cs sama adminnya bed service kapok pake shopee,"['kapok', 'belanjan', 'di', 'shoppee', 'belanja', 'barang', 'di', 'store', 'erha', 'tgl', 'juni', 'jam', 'pagi', 'pas', 'mau', 'checkout', 'barang', 'dikirim', 'dari', 'lokasi', 'berbeda', 'dari', 'bogor', 'dikirim', 'dari', 'jakarta', 'itupun', 'baru', 'dikemas', 'di', 'tgl', 'pengemasan', 'butuh', 'hari', 'lalu', 'per', 'tgl', 'juni', 'semua', 'barang', 'kirim', 'ke', 'dc', 'transitnya', 'hari', 'astaga', 'astaga', 'astaga', 'uninstall', 'aja', 'mending', 'ke', 'tokopedia', 'hari', 'ini', 'saya', 'ditlp', 'dari', 'shopee', 'cm', 'konfirm', 'paket', 'dlm', 'pengantaran', 'trus', 'telfon', 'dimatikan', 'hahaha', 'jelek', 'sekali', 'cs', 'sama', 'adminnya', 'bed', 'service', 'kapok', 'pake', 'shopee']","['kapok', 'belanjan', 'shoppee', 'belanja', 'barang', 'store', 'erha', 'tgl', 'juni', 'jam', 'pagi', 'pas', 'checkout', 'barang', 'dikirim', 'lokasi', 'berbeda', 'bogor', 'dikirim', 'jakarta', 'itupun', 'dikemas', 'tgl', 'pengemasan', 'butuh', 'tgl', 'juni', 'barang', 'kirim', 'dc', 'transitnya', 'astaga', 'astaga', 'astaga', 'uninstall', 'aja', 'mending', 'tokopedia', 'ditlp', 'shopee', 'cm', 'konfirm', 'paket', 'dlm', 'pengantaran', 'trus', 'telfon', 'dimatikan', 'hahaha', 'jelek', 'cs', 'adminnya', 'bed', 'service', 'kapok', 'pake', 'shopee']","['kapok', 'belanjan', 'shoppee', 'belanja', 'barang', 'store', 'erha', 'tgl', 'juni', 'jam', 'pagi', 'pas', 'checkout', 'barang', 'kirim', 'lokasi', 'beda', 'bogor', 'kirim', 'jakarta', 'itu', 'kemas', 'tgl', 'emas', 'butuh', 'tgl', 'juni', 'barang', 'kirim', 'dc', 'transit', 'astaga', 'astaga', 'astaga', 'uninstall', 'aja', 'mending', 'tokopedia', 'ditlp', 'shopee', 'cm', 'konfirm', 'paket', 'dlm', 'antar', 'trus', 'telfon', 'mati', 'hahaha', 'jelek', 'cs', 'adminnya', 'bed', 'service', 'kapok', 'pake', 'shopee']",kapok belanjan shoppee belanja barang store erha tgl juni jam pagi pas checkout barang kirim lokasi beda bogor kirim jakarta itu kemas tgl emas butuh tgl juni barang kirim dc transit astaga astaga astaga uninstall aja mending tokopedia ditlp shopee cm konfirm paket dlm antar trus telfon mati hahaha jelek cs adminnya bed service kapok pake shopee
best app,best app,best app,best app,"['best', 'app']","['best', 'app']","['best', 'app']",best app
mantap tidak mengecewakan,mantap tidak mengecewakan,mantap tidak mengecewakan,mantap tidak mengecewakan,"['mantap', 'tidak', 'mengecewakan']","['mantap', 'mengecewakan']","['mantap', 'kecewa']",mantap kecewa
barangya bagus dan asli,barangya bagus dan asli,barangya bagus dan asli,barangya bagus dan asli,"['barangya', 'bagus', 'dan', 'asli']","['barangya', 'bagus', 'asli']","['barangya', 'bagus', 'asli']",barangya bagus asli
mantap shoope semua serba instan,mantap shoope semua serba instan,mantap shoope semua serba instan,mantap shoope semua serba instan,"['mantap', 'shoope', 'semua', 'serba', 'instan']","['mantap', 'shoope', 'serba', 'instan']","['mantap', 'shoope', 'serba', 'instan']",mantap shoope serba instan
mau main game aja diganggu sama iklannya si sampah,mau main game aja diganggu sama iklannya si sampah,mau main game aja diganggu sama iklannya si sampah,mau main game aja diganggu sama iklannya si sampah,"['mau', 'main', 'game', 'aja', 'diganggu', 'sama', 'iklannya', 'si', 'sampah']","['main', 'game', 'aja', 'diganggu', 'iklannya', 'si', 'sampah']","['main', 'game', 'aja', 'ganggu', 'iklan', 'si', 'sampah']",main game aja ganggu iklan si sampah
"Belanja sangat memuaskan, banyak bonusnya, pengiriman aman dan cepat, sukses terus Shopee.",Belanja sangat memuaskan banyak bonusnya pengiriman aman dan cepat sukses terus Shopee,belanja sangat memuaskan banyak bonusnya pengiriman aman dan cepat sukses terus shopee,belanja sangat memuaskan banyak bonusnya pengiriman aman dan cepat sukses terus shopee,"['belanja', 'sangat', 'memuaskan', 'banyak', 'bonusnya', 'pengiriman', 'aman', 'dan', 'cepat', 'sukses', 'terus', 'shopee']","['belanja', 'memuaskan', 'bonusnya', 'pengiriman', 'aman', 'cepat', 'sukses', 'shopee']","['belanja', 'muas', 'bonus', 'kirim', 'aman', 'cepat', 'sukses', 'shopee']",belanja muas bonus kirim aman cepat sukses shopee
keren 👍👍,keren,keren,keren,['keren'],['keren'],['keren'],keren
pengiriman sekarang lambat,pengiriman sekarang lambat,pengiriman sekarang lambat,pengiriman sekarang lambat,"['pengiriman', 'sekarang', 'lambat']","['pengiriman', 'lambat']","['kirim', 'lambat']",kirim lambat
jikalau ada bintang 10 aku kasih semua buat Shopee pokoknya mantap deh kini belanja engga bisa di tipu lagi semenjak cara pengembalian barang engga pakai diskusi lagi dengan pedagang. semoga pedang dan pembeli sama sama amanah untuk kedepan nya,jikalau ada bintang aku kasih semua buat Shopee pokoknya mantap deh kini belanja engga bisa di tipu lagi semenjak cara pengembalian barang engga pakai diskusi lagi dengan pedagang semoga pedang dan pembeli sama sama amanah untuk kedepan nya,jikalau ada bintang aku kasih semua buat shopee pokoknya mantap deh kini belanja engga bisa di tipu lagi semenjak cara pengembalian barang engga pakai diskusi lagi dengan pedagang semoga pedang dan pembeli sama sama amanah untuk kedepan nya,jikalau ada bintang aku kasih semua buat shopee pokoknya mantap deh kini belanja engga bisa di tipu lagi semenjak cara pengembalian barang engga pakai diskusi lagi dengan pedagang semoga pedang dan pembeli sama sama amanah untuk kedepan nya,"['jikalau', 'ada', 'bintang', 'aku', 'kasih', 'semua', 'buat', 'shopee', 'pokoknya', 'mantap', 'deh', 'kini', 'belanja', 'engga', 'bisa', 'di', 'tipu', 'lagi', 'semenjak', 'cara', 'pengembalian', 'barang', 'engga', 'pakai', 'diskusi', 'lagi', 'dengan', 'pedagang', 'semoga', 'pedang', 'dan', 'pembeli', 'sama', 'sama', 'amanah', 'untuk', 'kedepan', 'nya']","['bintang', 'kasih', 'shopee', 'pokoknya', 'mantap', 'belanja', 'engga', 'tipu', 'semenjak', 'pengembalian', 'barang', 'engga', 'pakai', 'diskusi', 'pedagang', 'semoga', 'pedang', 'pembeli', 'amanah', 'kedepan']","['bintang', 'kasih', 'shopee', 'pokok', 'mantap', 'belanja', 'engga', 'tipu', 'semenjak', 'kembali', 'barang', 'engga', 'pakai', 'diskusi', 'dagang', 'moga', 'pedang', 'beli', 'amanah', 'depan']",bintang kasih shopee pokok mantap belanja engga tipu semenjak kembali barang engga pakai diskusi dagang moga pedang beli amanah depan
kaloe beli tngal santai d rumah,kaloe beli tngal santai d rumah,kaloe beli tngal santai d rumah,kaloe beli tngal santai d rumah,"['kaloe', 'beli', 'tngal', 'santai', 'd', 'rumah']","['kaloe', 'beli', 'tngal', 'santai', 'rumah']","['kaloe', 'beli', 'tngal', 'santai', 'rumah']",kaloe beli tngal santai rumah
"selebihnya cukup bagus untuk aplikasi, tapi saya menumakan bug di bagian ulasan dimana ketika user memberikan ulasan, user tidak bisa menggunakan enter tepat ketika user mengetik ulasan produk lalu user menekan enter halaman ulasan akan berubah ke halaman pencarian tolong bugnya diperbaiki",selebihnya cukup bagus untuk aplikasi tapi saya menumakan bug di bagian ulasan dimana ketika user memberikan ulasan user tidak bisa menggunakan enter tepat ketika user mengetik ulasan produk lalu user menekan enter halaman ulasan akan berubah ke halaman pencarian tolong bugnya diperbaiki,selebihnya cukup bagus untuk aplikasi tapi saya menumakan bug di bagian ulasan dimana ketika user memberikan ulasan user tidak bisa menggunakan enter tepat ketika user mengetik ulasan produk lalu user menekan enter halaman ulasan akan berubah ke halaman pencarian tolong bugnya diperbaiki,selebihnya cukup bagus untuk aplikasi tapi saya menumakan bug di bagian ulasan dimana ketika user memberikan ulasan user tidak bisa menggunakan enter tepat ketika user mengetik ulasan produk lalu user menekan enter halaman ulasan akan berubah ke halaman pencarian tolong bugnya diperbaiki,"['selebihnya', 'cukup', 'bagus', 'untuk', 'aplikasi', 'tapi', 'saya', 'menumakan', 'bug', 'di', 'bagian', 'ulasan', 'dimana', 'ketika', 'user', 'memberikan', 'ulasan', 'user', 'tidak', 'bisa', 'menggunakan', 'enter', 'tepat', 'ketika', 'user', 'mengetik', 'ulasan', 'produk', 'lalu', 'user', 'menekan', 'enter', 'halaman', 'ulasan', 'akan', 'berubah', 'ke', 'halaman', 'pencarian', 'tolong', 'bugnya', 'diperbaiki']","['selebihnya', 'bagus', 'aplikasi', 'menumakan', 'bug', 'ulasan', 'dimana', 'user', 'ulasan', 'user', 'enter', 'user', 'mengetik', 'ulasan', 'produk', 'user', 'menekan', 'enter', 'halaman', 'ulasan', 'berubah', 'halaman', 'pencarian', 'tolong', 'bugnya', 'diperbaiki']","['lebih', 'bagus', 'aplikasi', 'tuma', 'bug', 'ulas', 'mana', 'user', 'ulas', 'user', 'enter', 'user', 'etik', 'ulas', 'produk', 'user', 'tekan', 'enter', 'halaman', 'ulas', 'ubah', 'halaman', 'cari', 'tolong', 'bugnya', 'baik']",lebih bagus aplikasi tuma bug ulas mana user ulas user enter user etik ulas produk user tekan enter halaman ulas ubah halaman cari tolong bugnya baik
sangat membantu👍,sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],['bantu'],bantu
mudah untuk mencari berbagai macam perkakas,mudah untuk mencari berbagai macam perkakas,mudah untuk mencari berbagai macam perkakas,mudah untuk mencari berbagai macam perkakas,"['mudah', 'untuk', 'mencari', 'berbagai', 'macam', 'perkakas']","['mudah', 'mencari', 'perkakas']","['mudah', 'cari', 'perkakas']",mudah cari perkakas
"Belanja dengan mudah dengan banyak pilihan, barang berkualitas sesuai harga dan terjangkau. Pengiriman lancar, tergantung wilayah dari calon pembeli. Pengembalian barang pun mudah dan cepat di proses. Tmksh Shoopee 👌👍",Belanja dengan mudah dengan banyak pilihan barang berkualitas sesuai harga dan terjangkau Pengiriman lancar tergantung wilayah dari calon pembeli Pengembalian barang pun mudah dan cepat di proses Tmksh Shoopee,belanja dengan mudah dengan banyak pilihan barang berkualitas sesuai harga dan terjangkau pengiriman lancar tergantung wilayah dari calon pembeli pengembalian barang pun mudah dan cepat di proses tmksh shoopee,belanja dengan mudah dengan banyak pilihan barang berkualitas sesuai harga dan terjangkau pengiriman lancar tergantung wilayah dari calon pembeli pengembalian barang pun mudah dan cepat di proses tmksh shoopee,"['belanja', 'dengan', 'mudah', 'dengan', 'banyak', 'pilihan', 'barang', 'berkualitas', 'sesuai', 'harga', 'dan', 'terjangkau', 'pengiriman', 'lancar', 'tergantung', 'wilayah', 'dari', 'calon', 'pembeli', 'pengembalian', 'barang', 'pun', 'mudah', 'dan', 'cepat', 'di', 'proses', 'tmksh', 'shoopee']","['belanja', 'mudah', 'pilihan', 'barang', 'berkualitas', 'sesuai', 'harga', 'terjangkau', 'pengiriman', 'lancar', 'tergantung', 'wilayah', 'calon', 'pembeli', 'pengembalian', 'barang', 'mudah', 'cepat', 'proses', 'tmksh', 'shoopee']","['belanja', 'mudah', 'pilih', 'barang', 'kualitas', 'sesuai', 'harga', 'jangkau', 'kirim', 'lancar', 'gantung', 'wilayah', 'calon', 'beli', 'kembali', 'barang', 'mudah', 'cepat', 'proses', 'tmksh', 'shoopee']",belanja mudah pilih barang kualitas sesuai harga jangkau kirim lancar gantung wilayah calon beli kembali barang mudah cepat proses tmksh shoopee
"shopee expres buruk sekali, di keterangan sudah terkirim, tapi barang belum sampe",shopee expres buruk sekali di keterangan sudah terkirim tapi barang belum sampe,shopee expres buruk sekali di keterangan sudah terkirim tapi barang belum sampe,shopee expres buruk sekali di keterangan sudah terkirim tapi barang belum sampe,"['shopee', 'expres', 'buruk', 'sekali', 'di', 'keterangan', 'sudah', 'terkirim', 'tapi', 'barang', 'belum', 'sampe']","['shopee', 'expres', 'buruk', 'keterangan', 'terkirim', 'barang', 'sampe']","['shopee', 'expres', 'buruk', 'terang', 'kirim', 'barang', 'sampe']",shopee expres buruk terang kirim barang sampe
Top Markotop 👍🏻,Top Markotop,top markotop,top markotop,"['top', 'markotop']","['top', 'markotop']","['top', 'markotop']",top markotop
👎 lelet,lelet,lelet,lelet,['lelet'],['lelet'],['lelet'],lelet
"bagus sesuai pesanan,dan wanginya enak saya suka",bagus sesuai pesanan dan wanginya enak saya suka,bagus sesuai pesanan dan wanginya enak saya suka,bagus sesuai pesanan dan wanginya enak saya suka,"['bagus', 'sesuai', 'pesanan', 'dan', 'wanginya', 'enak', 'saya', 'suka']","['bagus', 'sesuai', 'pesanan', 'wanginya', 'enak', 'suka']","['bagus', 'sesuai', 'pesan', 'wangi', 'enak', 'suka']",bagus sesuai pesan wangi enak suka
"Sudah beberapa kali berbelanja ternyata saya sebagai konsumen SANGAT dan SANGAT kecewa banyak penipu di sini bagaimana konsumen mau belanja dengan aman bila IT nya gak bisa melindungi kami, setelah di telpon,solusi dari operator pun tidak memuaskan. Dan email lama yang pernah kami daftarkan pun tidak bisa digunakan. memang kami ini orang gaptek,tapi bagaimana agar supaya bisa kami tidak kecewa dalam hal pelayanan.",Sudah beberapa kali berbelanja ternyata saya sebagai konsumen SANGAT dan SANGAT kecewa banyak penipu di sini bagaimana konsumen mau belanja dengan aman bila IT nya gak bisa melindungi kami setelah di telpon solusi dari operator pun tidak memuaskan Dan email lama yang pernah kami daftarkan pun tidak bisa digunakan memang kami ini orang gaptek tapi bagaimana agar supaya bisa kami tidak kecewa dalam hal pelayanan,sudah beberapa kali berbelanja ternyata saya sebagai konsumen sangat dan sangat kecewa banyak penipu di sini bagaimana konsumen mau belanja dengan aman bila it nya gak bisa melindungi kami setelah di telpon solusi dari operator pun tidak memuaskan dan email lama yang pernah kami daftarkan pun tidak bisa digunakan memang kami ini orang gaptek tapi bagaimana agar supaya bisa kami tidak kecewa dalam hal pelayanan,sudah beberapa kali berbelanja ternyata saya sebagai konsumen sangat dan sangat kecewa banyak penipu di sini bagaimana konsumen mau belanja dengan aman bila it nya tidak bisa melindungi kami setelah di telpon solusi dari operator pun tidak memuaskan dan email lama yang pernah kami daftarkan pun tidak bisa digunakan memang kami ini orang gaptek tapi bagaimana agar supaya bisa kami tidak kecewa dalam hal pelayanan,"['sudah', 'beberapa', 'kali', 'berbelanja', 'ternyata', 'saya', 'sebagai', 'konsumen', 'sangat', 'dan', 'sangat', 'kecewa', 'banyak', 'penipu', 'di', 'sini', 'bagaimana', 'konsumen', 'mau', 'belanja', 'dengan', 'aman', 'bila', 'it', 'nya', 'tidak', 'bisa', 'melindungi', 'kami', 'setelah', 'di', 'telpon', 'solusi', 'dari', 'operator', 'pun', 'tidak', 'memuaskan', 'dan', 'email', 'lama', 'yang', 'pernah', 'kami', 'daftarkan', 'pun', 'tidak', 'bisa', 'digunakan', 'memang', 'kami', 'ini', 'orang', 'gaptek', 'tapi', 'bagaimana', 'agar', 'supaya', 'bisa', 'kami', 'tidak', 'kecewa', 'dalam', 'hal', 'pelayanan']","['kali', 'berbelanja', 'konsumen', 'kecewa', 'penipu', 'konsumen', 'belanja', 'aman', 'melindungi', 'telpon', 'solusi', 'operator', 'memuaskan', 'email', 'daftarkan', 'orang', 'gaptek', 'kecewa', 'pelayanan']","['kali', 'belanja', 'konsumen', 'kecewa', 'tipu', 'konsumen', 'belanja', 'aman', 'lindung', 'telpon', 'solusi', 'operator', 'muas', 'email', 'daftar', 'orang', 'gaptek', 'kecewa', 'layan']",kali belanja konsumen kecewa tipu konsumen belanja aman lindung telpon solusi operator muas email daftar orang gaptek kecewa layan
Shopee memang mantab👍👍,Shopee memang mantab,shopee memang mantab,shopee memang mantab,"['shopee', 'memang', 'mantab']","['shopee', 'mantab']","['shopee', 'mantab']",shopee mantab
